latitude,longitude,lat_min,lat_max,lon_min,lon_max,result,focused
9.332424999017274,7.364533609634654,9.332018546241487,9.332831451124216,7.364025302477193,7.365041917513558,2,0
9.332424999017274,7.365539624744227,9.332018546241487,9.332831451124216,7.365031316862778,7.3660479333471205,2,0
9.332424999017276,7.3665456398538005,9.332018546241487,9.332831451124216,7.366037331248362,7.367053949180684,2,0
9.332424999017276,7.367551654963375,9.332018546241487,9.332831451124216,7.367043345633946,7.368059965014247,2,0
9.332424999017274,7.3685576700729465,9.332018546241487,9.332831451124216,7.368049360019532,7.369065980847809,2,0
9.332424999017274,7.369563685182521,9.332018546241487,9.332831451124216,7.369055374405115,7.370071996681372,2,0
9.332424999017274,7.370569700292094,9.332018546241487,9.332831451124216,7.3700613887907,7.3710780125149356,2,0
9.332424999017274,7.371575715401668,9.332018546241487,9.332831451124216,7.3710674031762835,7.372084028348498,2,0
9.332424999017274,7.372581730511242,9.332018546241487,9.332831451124216,7.372073417561868,7.373090044182061,2,0
9.332424999017274,7.373587745620817,9.332018546241487,9.332831451124216,7.373079431947452,7.374096060015624,2,0
9.332424999017274,7.374593760730391,9.332018546241487,9.332831451124216,7.374085446333037,7.375102075849186,2,0
9.332424999017274,7.375599775839963,9.332018546241487,9.332831451124216,7.375091460718622,7.37610809168275,2,0
9.332424999017274,7.376605790949537,9.332018546241487,9.332831451124216,7.376097475104204,7.377114107516311,2,0
9.332424999017274,7.37761180605911,9.332018546241487,9.332831451124216,7.377103489489788,7.378120123349874,2,0
9.332424999017274,7.378617821168685,9.332018546241487,9.332831451124216,7.378109503875374,7.379126139183438,2,0
9.332424999017274,7.379623836278258,9.332018546241487,9.332831451124216,7.379115518260957,7.380132155017,2,0
9.332424999017274,7.38062985138783,9.332018546241487,9.332831451124216,7.380121532646542,7.381138170850563,2,0
9.332424999017276,7.3816358664974056,9.332018546241487,9.332831451124216,7.381127547032126,7.382144186684126,2,0
9.332424999017274,7.382641881606977,9.332018546241487,9.332831451124216,7.38213356141771,7.3831502025176885,2,0
9.332424999017276,7.383647896716554,9.332018546241487,9.332831451124216,7.383139575803294,7.384156218351252,2,0
9.332424999017274,7.384653911826127,9.332018546241487,9.332831451124216,7.384145590188879,7.385162234184815,2,0
9.332424999017274,7.385659926935702,9.332018546241487,9.332831451124216,7.385151604574464,7.386168250018377,2,0
9.332424999017274,7.386665942045274,9.332018546241487,9.332831451124216,7.3861576189600475,7.38717426585194,2,0
9.332424999017276,7.387671957154848,9.332018546241487,9.332831451124216,7.387163633345632,7.388180281685504,2,0
9.332424999017274,7.388677972264421,9.332018546241487,9.332831451124216,7.388169647731216,7.389186297519066,2,0
9.332424999017274,7.389683987373994,9.332018546241487,9.332831451124216,7.3891756621168,7.390192313352629,2,0
9.332424999017274,7.39069000248357,9.332018546241487,9.332831451124216,7.390181676502386,7.391198329186192,2,0
9.332424999017274,7.3916960175931425,9.332018546241487,9.332831451124216,7.3911876908879695,7.3922043450197545,2,0
9.332424999017276,7.392702032702716,9.332018546241487,9.332831451124216,7.392193705273554,7.393210360853318,2,0
9.332424999017274,7.39370804781229,9.332018546241487,9.332831451124216,7.393199719659138,7.394216376686881,2,0
9.331612094497167,7.364523010190828,9.331205642084067,9.332018546241487,7.364014704240262,7.365031316862778,2,0
9.331612094497167,7.365529023852489,9.331205642084067,9.332018546241487,7.365020717178,7.366037331248362,2,0
9.331612094497167,7.36653503751415,9.331205642084067,9.332018546241487,7.3660267301157365,7.367043345633946,2,0
9.331612094497165,7.367541051175811,9.331205642084067,9.332018546241487,7.367032743053475,7.368049360019532,2,0
9.331612094497167,7.3685470648374745,9.331205642084067,9.332018546241487,7.368038755991213,7.369055374405115,2,0
9.331612094497167,7.369553078499136,9.331205642084067,9.332018546241487,7.3690447689289496,7.3700613887907,2,0
9.331612094497167,7.370559092160796,9.331205642084067,9.332018546241487,7.370050781866688,7.3710674031762835,2,0
9.331612094497165,7.371565105822456,9.331205642084067,9.332018546241487,7.371056794804426,7.372073417561868,2,0
9.331612094497167,7.3725711194841175,9.331205642084067,9.332018546241487,7.3720628077421635,7.373079431947452,2,0
9.331612094497165,7.373577133145779,9.331205642084067,9.332018546241487,7.373068820679902,7.374085446333037,2,0
9.331612094497167,7.374583146807441,9.331205642084067,9.332018546241487,7.37407483361764,7.375091460718622,2,0
9.331612094497165,7.375589160469103,9.331205642084067,9.332018546241487,7.3750808465553765,7.376097475104204,2,0
9.331612094497167,7.376595174130762,9.331205642084067,9.332018546241487,7.376086859493115,7.377103489489788,2,0
9.331612094497167,7.377601187792424,9.331205642084067,9.332018546241487,7.377092872430851,7.378109503875374,2,0
9.331612094497167,7.378607201454083,9.331205642084067,9.332018546241487,7.37809888536859,7.379115518260957,2,0
9.331612094497167,7.379613215115747,9.331205642084067,9.332018546241487,7.379104898306327,7.380121532646542,2,0
9.331612094497169,7.380619228777409,9.331205642084067,9.332018546241487,7.380110911244065,7.381127547032126,2,0
9.331612094497165,7.381625242439069,9.331205642084067,9.332018546241487,7.3811169241818035,7.38213356141771,2,0
9.331612094497167,7.382631256100729,9.331205642084067,9.332018546241487,7.38212293711954,7.383139575803294,2,0
9.331612094497165,7.38363726976239,9.331205642084067,9.332018546241487,7.383128950057278,7.384145590188879,2,0
9.331612094497167,7.384643283424054,9.331205642084067,9.332018546241487,7.384134962995017,7.385151604574464,2,0
9.331612094497167,7.385649297085713,9.331205642084067,9.332018546241487,7.385140975932753,7.3861576189600475,2,0
