fid,longitude,latitude,lon_min,lon_max,lat_min,lat_max,result
130,31.15143901,-17.60370306,31.15088118,31.15199684,-17.60411493,-17.6032912,0
131,31.15246679,-17.60370306,31.15190895,31.15302462,-17.60411493,-17.6032912,0
132,31.15349457,-17.60370306,31.15293673,31.1540524,-17.60411493,-17.6032912,0
133,31.15452234,-17.60370306,31.15396451,31.15508018,-17.60411493,-17.6032912,0
134,31.15555012,-17.60370306,31.15499228,31.15610796,-17.60411493,-17.6032912,0
135,31.1565779,-17.60370306,31.15602006,31.15713574,-17.60411493,-17.6032912,0
136,31.15760568,-17.60370306,31.15704784,31.15816352,-17.60411493,-17.6032912,0
137,31.15863346,-17.60370306,31.15807561,31.1591913,-17.60411493,-17.6032912,0
138,31.15966123,-17.60370306,31.15910339,31.16021908,-17.60411493,-17.6032912,0
139,31.16068901,-17.60370306,31.16013117,31.16124686,-17.60411493,-17.6032912,0
140,31.16171679,-17.60370306,31.16115894,31.16227464,-17.60411493,-17.6032912,0
141,31.16274457,-17.60370306,31.16218672,31.16330242,-17.60411493,-17.6032912,0
142,31.16377235,-17.60370306,31.1632145,31.1643302,-17.60411493,-17.6032912,0
143,31.16480012,-17.60370306,31.16424227,31.16535798,-17.60411493,-17.6032912,0
144,31.1658279,-17.60370306,31.16527005,31.16638576,-17.60411493,-17.6032912,0
145,31.16685568,-17.60370306,31.16629783,31.16741354,-17.60411493,-17.6032912,0
146,31.16788346,-17.60370306,31.1673256,31.16844132,-17.60411493,-17.6032912,0
147,31.16891124,-17.60370306,31.16835338,31.1694691,-17.60411493,-17.6032912,0
148,31.16993901,-17.60370306,31.16938116,31.17049688,-17.60411493,-17.6032912,0
149,31.17096679,-17.60370306,31.17040893,31.17152466,-17.60411493,-17.6032912,0
150,31.17199457,-17.60370306,31.17143671,31.17255243,-17.60411493,-17.6032912,0
151,31.14227687,-17.6045268,31.14171905,31.1428347,-17.60493867,-17.60411493,0
152,31.14330465,-17.6045268,31.14274683,31.14386248,-17.60493867,-17.60411493,0
153,31.14433244,-17.6045268,31.14377461,31.14489026,-17.60493867,-17.60411493,0
154,31.14536022,-17.6045268,31.14480239,31.14591805,-17.60493867,-17.60411493,0
155,31.146388,-17.6045268,31.14583017,31.14694583,-17.60493867,-17.60411493,0
156,31.14741578,-17.6045268,31.14685795,31.14797361,-17.60493867,-17.60411493,0
157,31.14844356,-17.6045268,31.14788573,31.14900139,-17.60493867,-17.60411493,0
158,31.14947134,-17.6045268,31.14891351,31.15002918,-17.60493867,-17.60411493,0
159,31.15049912,-17.6045268,31.14994129,31.15105696,-17.60493867,-17.60411493,0
160,31.1515269,-17.6045268,31.15096906,31.15208474,-17.60493867,-17.60411493,0
161,31.15255468,-17.6045268,31.15199684,31.15311252,-17.60493867,-17.60411493,0
162,31.15358246,-17.6045268,31.15302462,31.15414031,-17.60493867,-17.60411493,0
163,31.15461024,-17.6045268,31.1540524,31.15516809,-17.60493867,-17.60411493,0
164,31.15563803,-17.6045268,31.15508018,31.15619587,-17.60493867,-17.60411493,0
165,31.15666581,-17.6045268,31.15610796,31.15722365,-17.60493867,-17.60411493,0
166,31.15769359,-17.6045268,31.15713574,31.15825143,-17.60493867,-17.60411493,0
167,31.15872137,-17.6045268,31.15816352,31.15927922,-17.60493867,-17.60411493,0
168,31.15974915,-17.6045268,31.1591913,31.160307,-17.60493867,-17.60411493,0
169,31.16077693,-17.6045268,31.16021908,31.16133478,-17.60493867,-17.60411493,0
170,31.16180471,-17.6045268,31.16124686,31.16236256,-17.60493867,-17.60411493,0
171,31.16283249,-17.6045268,31.16227464,31.16339035,-17.60493867,-17.60411493,0
172,31.16386027,-17.6045268,31.16330242,31.16441813,-17.60493867,-17.60411493,0
173,31.16488805,-17.6045268,31.1643302,31.16544591,-17.60493867,-17.60411493,0
174,31.16591584,-17.6045268,31.16535798,31.16647369,-17.60493867,-17.60411493,0
175,31.16694362,-17.6045268,31.16638576,31.16750148,-17.60493867,-17.60411493,0
176,31.1679714,-17.6045268,31.16741354,31.16852926,-17.60493867,-17.60411493,0
177,31.16899918,-17.6045268,31.16844132,31.16955704,-17.60493867,-17.60411493,0
178,31.17002696,-17.6045268,31.1694691,31.17058482,-17.60493867,-17.60411493,0
179,31.17105474,-17.6045268,31.17049688,31.17161261,-17.60493867,-17.60411493,0
180,31.17208252,-17.6045268,31.17152466,31.17264039,-17.60493867,-17.60411493,0
181,31.14236474,-17.60535054,31.14180692,31.14292257,-17.6057624,-17.60493867,0
182,31.14339253,-17.60535054,31.1428347,31.14395036,-17.6057624,-17.60493867,0
183,31.14442031,-17.60535054,31.14386248,31.14497814,-17.6057624,-17.60493867,0
184,31.1454481,-17.60535054,31.14489026,31.14600593,-17.6057624,-17.60493867,0
185,31.14647588,-17.60535054,31.14591805,31.14703371,-17.6057624,-17.60493867,0
