result,focused,latitude,longitude,lon_min,lat_min,lon_max,lat_max
0,0,4.927319713421332,-75.64396262277421,-75.64449109000518,4.926914755335626,-75.6434341559121,4.92772467115879
0,0,4.927319713421332,-75.64296256377564,-75.64349103063066,4.926914755335626,-75.64243409728948,4.92772467115879
0,0,4.927319713421332,-75.64196250477707,-75.6424909712561,4.926914755335626,-75.64143403866687,4.92772467115879
0,0,4.927319713421329,-75.6409624457785,-75.64149091188156,4.926914755335626,-75.64043398004426,4.92772467115879
0,0,4.927319713421331,-75.63996238677991,-75.64049085250703,4.926914755335626,-75.63943392142164,4.92772467115879
1,0,4.927319713421332,-75.63896232778136,-75.63949079313248,4.926914755335626,-75.63843386279903,4.92772467115879
1,0,4.927319713421332,-75.63796226878277,-75.63849073375796,4.926914755335626,-75.63743380417641,4.92772467115879
1,0,4.927319713421332,-75.6369622097842,-75.63749067438341,4.926914755335626,-75.6364337455538,4.92772467115879
1,0,4.927319713421332,-75.6359621507856,-75.63649061500888,4.926914755335626,-75.63543368693118,4.92772467115879
1,0,4.927319713421333,-75.63496209178703,-75.63549055563435,4.926914755335626,-75.63443362830857,4.92772467115879
1,0,4.927319713421329,-75.63396203278845,-75.63449049625979,4.926914755335626,-75.63343356968596,4.92772467115879
1,0,4.927319713421332,-75.63296197378988,-75.63349043688527,4.926914755335626,-75.63243351106334,4.92772467115879
0,0,4.927319713421329,-75.6319619147913,-75.63249037751072,4.926914755335626,-75.63143345244073,4.92772467115879
1,0,4.927319713421333,-75.63096185579273,-75.6314903181362,4.926914755335626,-75.63043339381811,4.92772467115879
1,0,4.927319713421331,-75.62996179679415,-75.63049025876165,4.926914755335626,-75.62943333519549,4.92772467115879
1,0,4.927319713421329,-75.62896173779558,-75.6294901993871,4.926914755335626,-75.62843327657288,4.92772467115879
1,0,4.927319713421333,-75.62796167879702,-75.62849014001259,4.926914755335626,-75.62743321795027,4.92772467115879
1,0,4.927319713421329,-75.62696161979842,-75.62749008063804,4.926914755335626,-75.62643315932766,4.92772467115879
1,0,4.927319713421332,-75.62596156079985,-75.6264900212635,4.926914755335626,-75.62543310070504,4.92772467115879
1,0,4.927319713421329,-75.62496150180128,-75.62548996188897,4.926914755335626,-75.62443304208243,4.92772467115879
1,0,4.9273197134213325,-75.62396144280272,-75.62448990251444,4.926914755335626,-75.62343298345981,4.92772467115879
0,0,4.9273197134213325,-75.62296138380412,-75.6234898431399,4.926914755335626,-75.62243292483718,4.92772467115879
1,0,4.927319713421329,-75.62196132480554,-75.62248978376535,4.926914755335626,-75.62143286621459,4.92772467115879
1,0,4.927319713421332,-75.62096126580697,-75.62148972439083,4.926914755335626,-75.62043280759197,4.92772467115879
1,0,4.927319713421333,-75.61996120680843,-75.62048966501628,4.926914755335626,-75.61943274896937,4.92772467115879
1,0,4.927319713421329,-75.61896114780983,-75.61948960564175,4.926914755335626,-75.61843269034675,4.92772467115879
1,0,4.9273197134213325,-75.61796108881124,-75.61848954626721,4.926914755335626,-75.61743263172413,4.92772467115879
0,0,4.927319713421332,-75.61696102981266,-75.61748948689267,4.926914755335626,-75.61643257310152,4.92772467115879
2,0,4.927319713421332,-75.61596097081411,-75.61648942751813,4.926914755335626,-75.6154325144789,4.92772467115879
2,0,4.927319713421332,-75.61496091181552,-75.61548936814359,4.926914755335626,-75.61443245585629,4.92772467115879
0,0,4.926509797787143,-75.64390575241376,-75.64443421453471,4.926104839890475,-75.64337729066162,4.926914755335626
0,0,4.926509797787144,-75.64290569416706,-75.6434341559121,4.926104839890475,-75.64237723279079,4.926914755335626
0,0,4.9265097977871415,-75.64190563592034,-75.64243409728948,4.926104839890475,-75.64137717491998,4.926914755335626
0,0,4.926509797787144,-75.64090557767364,-75.64143403866687,4.926104839890475,-75.64037711704916,4.926914755335626
0,0,4.926509797787143,-75.63990551942689,-75.64043398004426,4.926104839890475,-75.63937705917833,4.926914755335626
1,0,4.926509797787143,-75.63890546118017,-75.63943392142164,4.926104839890475,-75.63837700130753,4.926914755335626
1,0,4.926509797787144,-75.63790540293347,-75.63843386279903,4.926104839890475,-75.6373769434367,4.926914755335626
1,0,4.9265097977871415,-75.63690534468677,-75.63743380417641,4.926104839890475,-75.6363768855659,4.926914755335626
1,0,4.926509797787144,-75.63590528644006,-75.6364337455538,4.926104839890475,-75.63537682769508,4.926914755335626
1,0,4.926509797787141,-75.63490522819333,-75.63543368693118,4.926104839890475,-75.63437676982426,4.926914755335626
1,0,4.926509797787143,-75.6339051699466,-75.63443362830857,4.926104839890475,-75.63337671195345,4.926914755335626
0,0,4.926509797787145,-75.6329051116999,-75.63343356968596,4.926104839890475,-75.63237665408263,4.926914755335626
0,0,4.926509797787143,-75.63190505345318,-75.63243351106334,4.926104839890475,-75.63137659621182,4.926914755335626
2,0,4.926509797787143,-75.63090499520648,-75.63143345244073,4.926104839890475,-75.630376538341,4.926914755335626
2,0,4.926509797787143,-75.62990493695975,-75.63043339381811,4.926104839890475,-75.62937648047019,4.926914755335626
1,0,4.926509797787143,-75.62890487871302,-75.62943333519549,4.926104839890475,-75.62837642259936,4.926914755335626
1,0,4.926509797787141,-75.62790482046631,-75.62843327657288,4.926104839890475,-75.62737636472853,4.926914755335626
1,0,4.926509797787144,-75.6269047622196,-75.62743321795027,4.926104839890475,-75.62637630685774,4.926914755335626
1,0,4.926509797787144,-75.62590470397289,-75.62643315932766,4.926104839890475,-75.62537624898691,4.926914755335626
1,0,4.926509797787145,-75.62490464572619,-75.62543310070504,4.926104839890475,-75.62437619111611,4.926914755335626
0,0,4.926509797787143,-75.62390458747947,-75.62443304208243,4.926104839890475,-75.62337613324529,4.926914755335626
0,0,4.926509797787143,-75.62290452923274,-75.62343298345981,4.926104839890475,-75.62237607537446,4.926914755335626
1,0,4.9265097977871415,-75.62190447098602,-75.62243292483718,4.926104839890475,-75.62137601750366,4.926914755335626
1,0,4.926509797787144,-75.62090441273932,-75.62143286621459,4.926104839890475,-75.62037595963284,4.926914755335626
1,0,4.9265097977871415,-75.6199043544926,-75.62043280759197,4.926104839890475,-75.61937590176203,4.926914755335626
1,0,4.926509797787144,-75.6189042962459,-75.61943274896937,4.926104839890475,-75.6183758438912,4.926914755335626
1,0,4.926509797787143,-75.61790423799916,-75.61843269034675,4.926104839890475,-75.61737578602038,4.926914755335626
0,0,4.926509797787143,-75.61690417975248,-75.61743263172413,4.926104839890475,-75.61637572814956,4.926914755335626
2,0,4.926509797787144,-75.61590412150575,-75.61643257310152,4.926104839890475,-75.61537567027875,4.926914755335626
2,0,4.9265097977871415,-75.61490406325903,-75.6154325144789,4.926104839890475,-75.61437561240794,4.926914755335626
1,0,4.925699882530936,-75.64384889152142,-75.64437734853242,4.9252949248232705,-75.64332043487913,4.926104839890475
1,0,4.925699882530939,-75.64284883402642,-75.64337729066162,4.9252949248232705,-75.64232037775997,4.926104839890475
1,0,4.925699882530935,-75.64184877653146,-75.64237723279079,4.9252949248232705,-75.64132032064082,4.926104839890475
0,0,4.925699882530939,-75.64084871903646,-75.64137717491998,4.9252949248232705,-75.64032026352169,4.926104839890475
0,0,4.925699882530939,-75.63984866154148,-75.64037711704916,4.9252949248232705,-75.63932020640254,4.926104839890475
1,0,4.925699882530935,-75.6388486040465,-75.63937705917833,4.9252949248232705,-75.6383201492834,4.926104839890475
1,0,4.925699882530936,-75.63784854655154,-75.63837700130753,4.9252949248232705,-75.63732009216425,4.926104839890475
1,0,4.925699882530938,-75.63684848905658,-75.6373769434367,4.9252949248232705,-75.63632003504512,4.926104839890475
1,0,4.925699882530939,-75.63584843156157,-75.6363768855659,4.9252949248232705,-75.63531997792596,4.926104839890475
1,0,4.925699882530939,-75.63484837406659,-75.63537682769508,4.9252949248232705,-75.63431992080682,4.926104839890475
1,0,4.925699882530938,-75.6338483165716,-75.63437676982426,4.9252949248232705,-75.63331986368769,4.926104839890475
1,0,4.925699882530939,-75.63284825907661,-75.63337671195345,4.9252949248232705,-75.63231980656855,4.926104839890475
0,0,4.925699882530935,-75.63184820158166,-75.63237665408263,4.9252949248232705,-75.63131974944939,4.926104839890475
0,0,4.925699882530939,-75.63084814408666,-75.63137659621182,4.9252949248232705,-75.63031969233025,4.926104839890475
0,0,4.925699882530935,-75.62984808659166,-75.630376538341,4.9252949248232705,-75.6293196352111,4.926104839890475
1,0,4.9256998825309415,-75.62884802909672,-75.62937648047019,4.9252949248232705,-75.62831957809196,4.926104839890475
1,0,4.925699882530939,-75.62784797160174,-75.62837642259936,4.9252949248232705,-75.62731952097282,4.926104839890475
1,0,4.925699882530938,-75.62684791410676,-75.62737636472853,4.9252949248232705,-75.62631946385369,4.926104839890475
1,0,4.925699882530935,-75.62584785661177,-75.62637630685774,4.9252949248232705,-75.62531940673453,4.926104839890475
