longitude,latitude,population,grid_code,geometry
8.472916647653847,12.024583486363637,3054.1409,53937,POINT (8.472916647653847 12.024583486363637)
8.481249980961538,12.024583486363637,3737.3926,17840,POINT (8.481249980961538 12.024583486363637)
8.48958331426923,12.024583486363637,5439.91,54264,POINT (8.48958331426923 12.024583486363637)
8.497916647576924,12.024583486363637,4532.4644,18673,POINT (8.497916647576924 12.024583486363637)
8.506249980884615,12.024583486363637,1577.2614,76531,POINT (8.506249980884615 12.024583486363637)
8.514583314192308,12.024583486363637,1083.8748,82948,POINT (8.514583314192308 12.024583486363637)
8.5229166475,12.024583486363637,1068.3615,27823,POINT (8.5229166475 12.024583486363637)
8.531249980807692,12.024583486363637,1173.6497,25293,POINT (8.531249980807692 12.024583486363637)
8.539583314115385,12.024583486363637,1383.3887,32596,POINT (8.539583314115385 12.024583486363637)
8.547916647423076,12.024583486363637,1420.5986,85818,POINT (8.547916647423076 12.024583486363637)
8.556249980730769,12.024583486363637,1093.3398,48149,POINT (8.556249980730769 12.024583486363637)
8.564583314038462,12.024583486363637,1097.6091,84648,POINT (8.564583314038462 12.024583486363637)
8.572916647346153,12.024583486363637,1195.0704,31813,POINT (8.572916647346153 12.024583486363637)
8.472916647653847,12.01625015309091,3671.0984,94268,POINT (8.472916647653847 12.01625015309091)
8.481249980961538,12.01625015309091,4650.415,86236,POINT (8.481249980961538 12.01625015309091)
8.48958331426923,12.01625015309091,6482.453,14903,POINT (8.48958331426923 12.01625015309091)
8.497916647576924,12.01625015309091,6651.0913,85790,POINT (8.497916647576924 12.01625015309091)
8.506249980884615,12.01625015309091,6159.008,47793,POINT (8.506249980884615 12.01625015309091)
8.514583314192308,12.01625015309091,2081.7334,50387,POINT (8.514583314192308 12.01625015309091)
8.5229166475,12.01625015309091,1423.7905,62397,POINT (8.5229166475 12.01625015309091)
8.531249980807692,12.01625015309091,2985.9006,67364,POINT (8.531249980807692 12.01625015309091)
8.539583314115385,12.01625015309091,4123.778,80633,POINT (8.539583314115385 12.01625015309091)
8.547916647423076,12.01625015309091,2424.7056,37084,POINT (8.547916647423076 12.01625015309091)
8.556249980730769,12.01625015309091,1035.0211,45395,POINT (8.556249980730769 12.01625015309091)
8.564583314038462,12.01625015309091,1063.7708,85073,POINT (8.564583314038462 12.01625015309091)
8.572916647346153,12.01625015309091,1340.0154,34712,POINT (8.572916647346153 12.01625015309091)
8.472916647653847,12.007916819818183,2067.7793,92457,POINT (8.472916647653847 12.007916819818183)
8.481249980961538,12.007916819818183,4090.5957,67263,POINT (8.481249980961538 12.007916819818183)
8.48958331426923,12.007916819818183,6457.617,79886,POINT (8.48958331426923 12.007916819818183)
8.497916647576924,12.007916819818183,6941.0674,71973,POINT (8.497916647576924 12.007916819818183)
8.506249980884615,12.007916819818183,7577.261,57089,POINT (8.506249980884615 12.007916819818183)
8.514583314192308,12.007916819818183,7593.767,53803,POINT (8.514583314192308 12.007916819818183)
8.5229166475,12.007916819818183,6971.277,63295,POINT (8.5229166475 12.007916819818183)
8.531249980807692,12.007916819818183,7576.394,96268,POINT (8.531249980807692 12.007916819818183)
8.539583314115385,12.007916819818183,5736.1187,67975,POINT (8.539583314115385 12.007916819818183)
8.547916647423076,12.007916819818183,1756.3925,21567,POINT (8.547916647423076 12.007916819818183)
8.556249980730769,12.007916819818183,1481.0238,73361,POINT (8.556249980730769 12.007916819818183)
8.564583314038462,12.007916819818183,1645.604,93682,POINT (8.564583314038462 12.007916819818183)
8.572916647346153,12.007916819818183,1393.8418,12515,POINT (8.572916647346153 12.007916819818183)
8.472916647653847,11.999583486545456,3905.822,26614,POINT (8.472916647653847 11.999583486545456)
8.481249980961538,11.999583486545456,4559.6904,53848,POINT (8.481249980961538 11.999583486545456)
8.48958331426923,11.999583486545456,5447.402,84506,POINT (8.48958331426923 11.999583486545456)
8.497916647576924,11.999583486545456,6965.94,57179,POINT (8.497916647576924 11.999583486545456)
8.506249980884615,11.999583486545456,7921.486,95047,POINT (8.506249980884615 11.999583486545456)
8.514583314192308,11.999583486545456,8741.712,98079,POINT (8.514583314192308 11.999583486545456)
8.5229166475,11.999583486545456,7905.42,74252,POINT (8.5229166475 11.999583486545456)
8.531249980807692,11.999583486545456,6633.4395,47006,POINT (8.531249980807692 11.999583486545456)
8.539583314115385,11.999583486545456,2130.5251,43889,POINT (8.539583314115385 11.999583486545456)
8.547916647423076,11.999583486545456,1442.3727,88656,POINT (8.547916647423076 11.999583486545456)
8.556249980730769,11.999583486545456,1375.4358,73757,POINT (8.556249980730769 11.999583486545456)
8.564583314038462,11.999583486545456,1824.1362,33350,POINT (8.564583314038462 11.999583486545456)
8.572916647346153,11.999583486545456,1776.6611,37496,POINT (8.572916647346153 11.999583486545456)
8.472916647653847,11.991250153272729,6106.532,58302,POINT (8.472916647653847 11.991250153272729)
8.481249980961538,11.991250153272729,6349.6636,40731,POINT (8.481249980961538 11.991250153272729)
8.48958331426923,11.991250153272729,5662.558,18292,POINT (8.48958331426923 11.991250153272729)
8.497916647576924,11.991250153272729,6858.6753,39581,POINT (8.497916647576924 11.991250153272729)
8.506249980884615,11.991250153272729,7438.5264,20361,POINT (8.506249980884615 11.991250153272729)
8.514583314192308,11.991250153272729,8070.4854,51182,POINT (8.514583314192308 11.991250153272729)
8.5229166475,11.991250153272729,7625.1685,77850,POINT (8.5229166475 11.991250153272729)
8.531249980807692,11.991250153272729,3180.208,41046,POINT (8.531249980807692 11.991250153272729)
8.539583314115385,11.991250153272729,1910.6576,40298,POINT (8.539583314115385 11.991250153272729)
8.547916647423076,11.991250153272729,1547.673,28894,POINT (8.547916647423076 11.991250153272729)
8.556249980730769,11.991250153272729,1442.1566,57356,POINT (8.556249980730769 11.991250153272729)
8.564583314038462,11.991250153272729,1751.6624,44941,POINT (8.564583314038462 11.991250153272729)
8.572916647346153,11.991250153272729,1589.0735,95596,POINT (8.572916647346153 11.991250153272729)
8.472916647653847,11.98291682,5241.6465,90483,POINT (8.472916647653847 11.98291682)
8.481249980961538,11.98291682,5759.7754,45723,POINT (8.481249980961538 11.98291682)
8.48958331426923,11.98291682,4927.2764,58281,POINT (8.48958331426923 11.98291682)
8.497916647576924,11.98291682,4073.5925,52632,POINT (8.497916647576924 11.98291682)
8.506249980884615,11.98291682,3575.3867,94013,POINT (8.506249980884615 11.98291682)
8.514583314192308,11.98291682,2813.933,27012,POINT (8.514583314192308 11.98291682)
8.5229166475,11.98291682,2908.9775,35478,POINT (8.5229166475 11.98291682)
8.531249980807692,11.98291682,1766.5753,52470,POINT (8.531249980807692 11.98291682)
8.539583314115385,11.98291682,1924.3248,71918,POINT (8.539583314115385 11.98291682)
8.547916647423076,11.98291682,1578.4052,34972,POINT (8.547916647423076 11.98291682)
8.556249980730769,11.98291682,1483.2052,89109,POINT (8.556249980730769 11.98291682)
8.564583314038462,11.98291682,1549.7125,55735,POINT (8.564583314038462 11.98291682)
8.572916647346153,11.98291682,1343.6344,21863,POINT (8.572916647346153 11.98291682)
8.472916647653847,11.974583486727273,3286.9832,13000,POINT (8.472916647653847 11.974583486727273)
8.481249980961538,11.974583486727273,2921.4739,11656,POINT (8.481249980961538 11.974583486727273)
8.48958331426923,11.974583486727273,2818.0771,65559,POINT (8.48958331426923 11.974583486727273)
8.497916647576924,11.974583486727273,3316.9292,13262,POINT (8.497916647576924 11.974583486727273)
8.506249980884615,11.974583486727273,2579.7356,35141,POINT (8.506249980884615 11.974583486727273)
8.514583314192308,11.974583486727273,2382.5017,33363,POINT (8.514583314192308 11.974583486727273)
8.5229166475,11.974583486727273,2480.78,55712,POINT (8.5229166475 11.974583486727273)
8.531249980807692,11.974583486727273,1756.7867,87994,POINT (8.531249980807692 11.974583486727273)
8.539583314115385,11.974583486727273,1762.734,23116,POINT (8.539583314115385 11.974583486727273)
8.547916647423076,11.974583486727273,1461.7905,39660,POINT (8.547916647423076 11.974583486727273)
8.556249980730769,11.974583486727273,1365.9047,44525,POINT (8.556249980730769 11.974583486727273)
8.564583314038462,11.974583486727273,1569.0332,76638,POINT (8.564583314038462 11.974583486727273)
8.572916647346153,11.974583486727273,1583.5471,20923,POINT (8.572916647346153 11.974583486727273)
8.472916647653847,11.966250153454546,3453.7798,94858,POINT (8.472916647653847 11.966250153454546)
8.481249980961538,11.966250153454546,3504.4404,53666,POINT (8.481249980961538 11.966250153454546)
8.48958331426923,11.966250153454546,2624.0703,22145,POINT (8.48958331426923 11.966250153454546)
8.497916647576924,11.966250153454546,2739.99,21942,POINT (8.497916647576924 11.966250153454546)
8.506249980884615,11.966250153454546,2791.323,90532,POINT (8.506249980884615 11.966250153454546)
8.514583314192308,11.966250153454546,2620.7122,48306,POINT (8.514583314192308 11.966250153454546)
8.5229166475,11.966250153454546,2275.0486,14721,POINT (8.5229166475 11.966250153454546)
8.531249980807692,11.966250153454546,2276.5784,17586,POINT (8.531249980807692 11.966250153454546)
8.539583314115385,11.966250153454546,1513.1793,52171,POINT (8.539583314115385 11.966250153454546)
8.547916647423076,11.966250153454546,1410.6996,85872,POINT (8.547916647423076 11.966250153454546)
8.556249980730769,11.966250153454546,1375.4054,86951,POINT (8.556249980730769 11.966250153454546)
8.564583314038462,11.966250153454546,1141.9211,90862,POINT (8.564583314038462 11.966250153454546)
8.572916647346153,11.966250153454546,1076.0952,90426,POINT (8.572916647346153 11.966250153454546)
8.472916647653847,11.957916820181818,3263.8442,52781,POINT (8.472916647653847 11.957916820181818)
8.481249980961538,11.957916820181818,4207.6245,40296,POINT (8.481249980961538 11.957916820181818)
8.48958331426923,11.957916820181818,3514.983,91052,POINT (8.48958331426923 11.957916820181818)
8.497916647576924,11.957916820181818,4151.8516,58243,POINT (8.497916647576924 11.957916820181818)
8.506249980884615,11.957916820181818,2831.7937,72948,POINT (8.506249980884615 11.957916820181818)
8.514583314192308,11.957916820181818,2119.6526,78142,POINT (8.514583314192308 11.957916820181818)
