longitude,latitude,population,grid_code,geometry
8.5229166475,11.957916820181818,2663.107,61421,POINT (8.5229166475 11.957916820181818)
8.531249980807692,11.957916820181818,3140.638,59421,POINT (8.531249980807692 11.957916820181818)
8.539583314115385,11.957916820181818,2226.7852,62829,POINT (8.539583314115385 11.957916820181818)
8.547916647423076,11.957916820181818,1885.3033,52376,POINT (8.547916647423076 11.957916820181818)
8.556249980730769,11.957916820181818,1839.7188,98249,POINT (8.556249980730769 11.957916820181818)
8.564583314038462,11.957916820181818,809.1075,70579,POINT (8.564583314038462 11.957916820181818)
8.572916647346153,11.957916820181818,642.2712,66517,POINT (8.572916647346153 11.957916820181818)
8.472916647653847,11.949583486909091,4839.4775,81018,POINT (8.472916647653847 11.949583486909091)
8.481249980961538,11.949583486909091,5041.5312,69112,POINT (8.481249980961538 11.949583486909091)
8.48958331426923,11.949583486909091,3851.5386,73918,POINT (8.48958331426923 11.949583486909091)
8.497916647576924,11.949583486909091,2952.769,18270,POINT (8.497916647576924 11.949583486909091)
8.506249980884615,11.949583486909091,2948.9653,96499,POINT (8.506249980884615 11.949583486909091)
8.514583314192308,11.949583486909091,2104.755,92818,POINT (8.514583314192308 11.949583486909091)
8.5229166475,11.949583486909091,1977.2698,44244,POINT (8.5229166475 11.949583486909091)
8.531249980807692,11.949583486909091,2348.2085,52585,POINT (8.531249980807692 11.949583486909091)
8.539583314115385,11.949583486909091,1702.0104,68339,POINT (8.539583314115385 11.949583486909091)
8.547916647423076,11.949583486909091,1909.6354,47011,POINT (8.547916647423076 11.949583486909091)
8.556249980730769,11.949583486909091,1917.6217,44936,POINT (8.556249980730769 11.949583486909091)
8.564583314038462,11.949583486909091,1412.2971,43038,POINT (8.564583314038462 11.949583486909091)
8.572916647346153,11.949583486909091,591.1063,36844,POINT (8.572916647346153 11.949583486909091)
8.472916647653847,11.941250153636364,4611.722,94173,POINT (8.472916647653847 11.941250153636364)
8.481249980961538,11.941250153636364,4509.7397,81428,POINT (8.481249980961538 11.941250153636364)
8.48958331426923,11.941250153636364,2709.3137,39777,POINT (8.48958331426923 11.941250153636364)
8.497916647576924,11.941250153636364,1761.0663,60438,POINT (8.497916647576924 11.941250153636364)
8.506249980884615,11.941250153636364,1708.7045,90793,POINT (8.506249980884615 11.941250153636364)
8.514583314192308,11.941250153636364,1450.6526,93853,POINT (8.514583314192308 11.941250153636364)
8.5229166475,11.941250153636364,1050.3472,15508,POINT (8.5229166475 11.941250153636364)
8.531249980807692,11.941250153636364,1275.6952,70026,POINT (8.531249980807692 11.941250153636364)
8.539583314115385,11.941250153636364,1152.2573,76416,POINT (8.539583314115385 11.941250153636364)
8.547916647423076,11.941250153636364,1221.2424,63699,POINT (8.547916647423076 11.941250153636364)
8.556249980730769,11.941250153636364,1514.4869,35666,POINT (8.556249980730769 11.941250153636364)
8.564583314038462,11.941250153636364,1321.3768,62382,POINT (8.564583314038462 11.941250153636364)
8.572916647346153,11.941250153636364,993.2351,93998,POINT (8.572916647346153 11.941250153636364)
