longitude,latitude,lon_min,lat_min,lon_max,lat_max,result,focused
34.789195431297756,-19.705789115529406,34.788621889927356,-19.70620293207323,34.789768974266885,-19.705375297473417,2,0
34.79023111684668,-19.705789115529413,34.7896575738181,-19.70620293207323,34.790804661474006,-19.705375297473417,2,1
34.791266802395604,-19.705789115529406,34.79069325770883,-19.70620293207323,34.79184034868112,-19.705375297473417,1,1
34.79230248794453,-19.705789115529406,34.791728941599565,-19.70620293207323,34.792876035888234,-19.705375297473417,2,0
34.79333817349347,-19.705789115529406,34.79276462549031,-19.70620293207323,34.793911723095356,-19.705375297473417,2,0
34.7943738590424,-19.70578911552941,34.79380030938105,-19.70620293207323,34.79494741030248,-19.705375297473417,2,0
34.79540954459132,-19.705789115529406,34.79483599327179,-19.70620293207323,34.79598309750959,-19.705375297473417,2,0
34.79644523014024,-19.705789115529406,34.79587167716253,-19.70620293207323,34.797018784716705,-19.705375297473417,2,0
34.797480915689185,-19.705789115529406,34.796907361053265,-19.70620293207323,34.79805447192382,-19.705375297473417,2,1
34.798516601238106,-19.705789115529406,34.797943044944006,-19.70620293207323,34.799090159130934,-19.705375297473417,2,0
34.79955228678703,-19.70578911552941,34.79897872883475,-19.70620293207323,34.80012584633806,-19.705375297473417,2,0
34.800587972335975,-19.705789115529406,34.80001441272549,-19.70620293207323,34.80116153354518,-19.705375297473417,2,0
34.801623657884896,-19.705789115529406,34.80105009661623,-19.70620293207323,34.80219722075229,-19.705375297473417,2,0
34.80265934343383,-19.705789115529406,34.802085780506964,-19.70620293207323,34.803232907959405,-19.705375297473417,2,0
34.80369502898276,-19.705789115529406,34.803121464397705,-19.70620293207323,34.80426859516652,-19.705375297473417,2,0
34.80473071453168,-19.705789115529406,34.80415714828844,-19.70620293207323,34.80530428237364,-19.705375297473417,2,0
34.805766400080614,-19.705789115529406,34.80519283217917,-19.70620293207323,34.80633996958076,-19.705375297473417,2,0
34.806802085629535,-19.705789115529406,34.80622851606993,-19.70620293207323,34.807375656787876,-19.705375297473417,2,0
34.80783777117846,-19.705789115529406,34.807264199960656,-19.70620293207323,34.80841134399499,-19.705375297473417,2,0
34.80887345672739,-19.705789115529406,34.8082998838514,-19.70620293207323,34.809447031202104,-19.705375297473417,2,0
34.809909142276325,-19.705789115529406,34.80933556774214,-19.70620293207323,34.810482718409226,-19.705375297473417,2,1
34.81094482782526,-19.705789115529406,34.81037125163287,-19.70620293207323,34.81151840561634,-19.705375297473417,2,1
34.81198051337419,-19.70578911552941,34.811406935523614,-19.70620293207323,34.81255409282347,-19.705375297473417,2,0
34.81301619892312,-19.705789115529406,34.812442619414355,-19.70620293207323,34.81358978003058,-19.705375297473417,2,1
34.81405188447204,-19.705789115529406,34.8134783033051,-19.70620293207323,34.8146254672377,-19.705375297473417,2,1
34.81508757002097,-19.705789115529406,34.81451398719583,-19.70620293207323,34.81566115444481,-19.705375297473417,2,0
34.8161232555699,-19.705789115529406,34.81554967108657,-19.70620293207323,34.816696841651925,-19.705375297473417,2,0
34.81715894111883,-19.705789115529406,34.81658535497731,-19.70620293207323,34.81773252885905,-19.705375297473417,2,0
34.81819462666776,-19.70578911552941,34.81762103886805,-19.70620293207323,34.81876821606617,-19.705375297473417,2,0
34.819230312216696,-19.705789115529406,34.818656722758796,-19.70620293207323,34.81980390327328,-19.705375297473417,2,0
34.82026599776562,-19.705789115529406,34.81969240664953,-19.70620293207323,34.8208395904804,-19.705375297473417,2,0
34.82130168331455,-19.705789115529406,34.82072809054027,-19.70620293207323,34.82187527768751,-19.705375297473417,2,0
34.82233736886348,-19.705789115529406,34.821763774431005,-19.70620293207323,34.822910964894625,-19.705375297473417,2,0
34.8233730544124,-19.705789115529406,34.82279945832174,-19.70620293207323,34.823946652101746,-19.705375297473417,2,0
34.82440873996133,-19.70578911552941,34.82383514221248,-19.70620293207323,34.82498233930887,-19.705375297473417,2,0
34.82544442551026,-19.705789115529406,34.82487082610322,-19.70620293207323,34.82601802651598,-19.705375297473417,2,0
34.82648011105918,-19.705789115529406,34.82590650999396,-19.70620293207323,34.827053713723096,-19.705375297473417,2,0
34.82751579660812,-19.705789115529406,34.826942193884705,-19.70620293207323,34.82808940093021,-19.705375297473417,2,0
34.828551482157046,-19.705789115529406,34.82797787777544,-19.70620293207323,34.82912508813733,-19.705375297473417,2,0
34.829587167705974,-19.705789115529406,34.82901356166618,-19.70620293207323,34.830160775344446,-19.705375297473417,2,0
