,pop_grid_pop,geometry,pop_grid_id
111,86.65900421142578,"POLYGON ((321759.9886139416 1031607.482263058, 322675.44503563765 1031603.288605747, 322671.23562647996 1030681.6129737118, 321755.7574503942 1030685.8030175333, 321759.9886139416 1031607.482263058))",111
112,49.90031051635742,"POLYGON ((322675.44503563765 1031603.288605747, 323590.8978776594 1031599.1165653426, 323586.7102224546 1030677.4445281725, 322671.23562647996 1030681.6129737118, 322675.44503563765 1031603.288605747))",112
113,,"POLYGON ((323590.8978776594 1031599.1165653426, 324506.34715850494 1031594.9661414123, 324502.1812568186 1030673.2976804824, 323586.7102224546 1030677.4445281725, 323590.8978776594 1031599.1165653426))",113
114,,"POLYGON ((324506.34715850494 1031594.9661414123, 325421.79289667145 1031590.8373335251, 325417.6487480713 1030669.1724302114, 324502.1812568186 1030673.2976804824, 324506.34715850494 1031594.9661414123))",114
115,,"POLYGON ((325421.79289667145 1031590.8373335251, 326337.2351106568 1031586.7301412523, 326333.11271471286 1030665.0687769315, 325417.6487480713 1030669.1724302114, 325421.79289667145 1031590.8373335251))",115
116,,"POLYGON ((326337.2351106568 1031586.7301412523, 327252.6738189573 1031582.6445641686, 327248.57317524194 1030660.9867202172, 326333.11271471286 1030665.0687769315, 326337.2351106568 1031586.7301412523))",116
117,,"POLYGON ((327252.6738189573 1031582.6445641686, 328168.1090400696 1031578.5806018496, 328164.03014815744 1030656.9262596447, 327248.57317524194 1030660.9867202172, 327252.6738189573 1031582.6445641686))",117
118,,"POLYGON ((328168.1090400696 1031578.5806018496, 329083.5407924902 1031574.5382538738, 329079.4836519578 1030652.8873947929, 328164.03014815744 1030656.9262596447, 328168.1090400696 1031578.5806018496))",118
119,,"POLYGON ((329083.5407924902 1031574.5382538738, 329998.96909471444 1031570.5175198221, 329994.9337051412 1030648.8701252422, 329079.4836519578 1030652.8873947929, 329083.5407924902 1031574.5382538738))",119
120,,"POLYGON ((329998.96909471444 1031570.5175198221, 330914.3939652386 1031566.518399277, 330910.3803262057 1030644.8744505768, 329994.9337051412 1030648.8701252422, 329998.96909471444 1031570.5175198221))",120
121,,"POLYGON ((330914.3939652386 1031566.518399277, 331829.8154225572 1031562.5408918235, 331825.8235336483 1030640.9003703812, 330910.3803262057 1030644.8744505768, 330914.3939652386 1031566.518399277))",121
122,,"POLYGON ((331829.8154225572 1031562.5408918235, 332745.2334851657 1031558.5849970496, 332741.2633459666 1030636.9478842438, 331825.8235336483 1030640.9003703812, 331829.8154225572 1031562.5408918235))",122
123,,"POLYGON ((332745.2334851657 1031558.5849970496, 333660.64817155804 1031554.6507145443, 333656.69978165696 1030633.0169917538, 332741.2633459666 1030636.9478842438, 332745.2334851657 1031558.5849970496))",123
124,,"POLYGON ((333660.64817155804 1031554.6507145443, 334576.05950022896 1031550.7380439, 334572.1328592163 1030629.1076925043, 333656.69978165696 1030633.0169917538, 333660.64817155804 1031554.6507145443))",124
125,,"POLYGON ((334576.05950022896 1031550.7380439, 335491.46748967224 1031546.8469847101, 335487.56259714044 1030625.2199860889, 334572.1328592163 1030629.1076925043, 334576.05950022896 1031550.7380439))",125
126,,"POLYGON ((335491.46748967224 1031546.8469847101, 336406.8721583813 1031542.9775365718, 336402.98901392554 1030621.3538721051, 335487.56259714044 1030625.2199860889, 335491.46748967224 1031546.8469847101))",126
127,,"POLYGON ((336406.8721583813 1031542.9775365718, 337322.27352484956 1031539.1296990829, 337318.4121280669 1030617.5093501512, 336402.98901392554 1030621.3538721051, 336406.8721583813 1031542.9775365718))",127
128,,"POLYGON ((337322.27352484956 1031539.1296990829, 338237.6716075699 1031535.3034718448, 338233.8319580597 1030613.6864198286, 337318.4121280669 1030617.5093501512, 337322.27352484956 1031539.1296990829))",128
129,,"POLYGON ((338237.6716075699 1031535.3034718448, 339153.0664250349 1031531.4988544604, 339149.24852239894 1030609.8850807407, 338233.8319580597 1030613.6864198286, 338237.6716075699 1031535.3034718448))",129
130,,"POLYGON ((339153.0664250349 1031531.4988544604, 340068.45799573686 1031527.715846535, 340064.6618395791 1030606.1053324926, 339149.24852239894 1030609.8850807407, 339153.0664250349 1031531.4988544604))",130
131,,"POLYGON ((340068.45799573686 1031527.715846535, 340983.84633816796 1031523.954447676, 340980.0719280945 1030602.3471746932, 340064.6618395791 1030606.1053324926, 340068.45799573686 1031527.715846535))",131
132,,"POLYGON ((340983.84633816796 1031523.954447676, 341899.2314708197 1031520.2146574935, 341895.478806439 1030598.6106069521, 340980.0719280945 1030602.3471746932, 340983.84633816796 1031523.954447676))",132
133,,"POLYGON ((341899.2314708197 1031520.2146574935, 342814.61341218336 1031516.4964755996, 342810.8824931063 1030594.8956288814, 341895.478806439 1030598.6106069521, 341899.2314708197 1031520.2146574935))",133
134,,"POLYGON ((342814.61341218336 1031516.4964755996, 343729.99218075024 1031512.7999016086, 343726.2830065896 1030591.2022400963, 342810.8824931063 1030594.8956288814, 342814.61341218336 1031516.4964755996))",134
